a;b;c;d;e;t
-617758008.99; 97407.63; -1927.26; 894.57; -6470; 1
189849690.96; 89807.36; 5834.80; 551.46; 1985; 1
-46604329.30; 445.70; 5941.08; 870.31; -7297; -4
-352992926.18; 46721.11; 5335.06; 75.19; -6781; -3
84844575.24; 44698.82; -2529.55; 954.45; 2012; 0
327513538.22; 71240.49; 5785.27; 663.83; 4252; 2
292411094.71; 71034.78; 6610.23; 698.99; 3766; 2
802585244.56; 79303.10; 2169.37; 231.93; 9851; 2
-424560949.81; 83750.79; 121.38; 701.23; -5062; 0
-69486105.72; 26592.22; 3817.45; 160.15; -2285; 0
123491358.93; 33412.77; 2601.05; 78.01; 3429; 0
-139614322.08; 34711.03; 3114.57; 683.69; -3691; -1
257730473.65; 87908.70; 3033.60; 43.12; 2834; 0
-365129212.76; 41224.09; 4497.07; 657.28; -7986; -3
488303959.33; 51352.04; 1057.96; 609.43; 9317; 0
591360252.06; 113253.41; 2950.21; 592.51; 5089; 1
-824857878.21; 116911.86; 1670.35; 179.80; -6956; -1
53387142.34; 60478.94; 2255.65; 227.52; 851; 0
75230306.45; 10760.92; 5773.22; 991.97; 4550; 2
-240136949.39; 31961.19; 6362.62; 167.91; -6266; -3
-150551734.62; 47345.16; 4947.91; 896.93; -2879; -1
322460889.71; 74989.99; 3353.28; 862.79; 4116; 1
-482261089.08; 52273.89; 2059.26; 8.04; -8876; -1
-435070891.65; 72861.98; 3172.77; 355.09; -5722; -1
221418844.73; 88930.16; 1334.35; 843.95; 2453; 0
-838407053.47; 78741.72; 5486.43; 731.18; -9954; -5
740101897.35; 114819.57; 2787.59; 309.08; 6293; 1
-199332416.36; 22635.61; 2406.15; 805.46; -7960; -1
340555547.89; 40686.05; 5509.77; 460.31; 7372; 4
-20347432.43; 5449.64; 6705.33; 557.66; -1674; -1
358482358.13; 79032.23; -2547.83; 378.46; 4687; -1
-7214448.65; 45437.52; 2658.80; 985.19; -150; 0
388304809.61; 71941.87; 1475.56; 138.45; 5289; 0
-367094617.09; 67624.65; -673.23; 460.35; -5483; 0
780018398.25; 98712.02; -1622.35; 252.29; 8034; -1
-884804659.45; 101459.40; 289.06; 337.18; -8696; 0
-86487998.12; 13009.66; 6163.03; 347.05; -4511; -2
864378544.25; 112776.16; 748.74; 260.33; 7614; 0
-282070400.68; 119496.77; -1722.08; 295.94; -2395; 0
1618326.17; 4903.67; 696.08; 466.16; 289; 0
1715957.95; 55189.39; 6094.83; 791.34; 28; 0
-553099367.93; 99921.35; 4456.71; 717.74; -5299; -2
82175841.74; 5810.66; 5591.57; 170.76; 7207; 4
-226613815.35; 83251.18; 5028.45; 118.47; -2567; -1
91448564.95; 28374.84; -1690.11; 155.95; 3427; 0
-89770530.72; 49673.71; 2701.17; 433.79; -1714; 0
14403545.16; 846.64; 3027.36; 607.74; 3718; 1
160622749.87; 112242.57; -75.85; 288.61; 1432; 0
-386094163.83; 46817.00; -1479.50; 396.45; -8516; 1
-49244400.62; 81453.86; 4939.83; 931.91; -570; 0
99451762.30; 76740.47; 2503.96; 288.76; 1255; 0
-59621195.15; 9473.97; -1676.28; 791.54; -7646; 1
947217835.18; 115478.17; 859.08; 406.26; 8142; 0
934418320.34; 106697.06; 5169.13; 265.71; 8353; 4
-842621898.16; 81462.66; 5486.25; 204.37; -9691; -5
-595223015.79; 103154.80; 5166.04; 838.71; -5495; -2
-132817633.10; 31349.77; 4039.96; 975.33; -3753; -1
-58067512.53; 10851.83; 862.41; 329.13; -4957; 0
637600624.55; 120078.45; -967.56; 807.65; 5353; 0
-233046862.55; 67367.82; 4206.77; 98.84; -3256; -1
115830965.79; 25333.22; 3231.75; 281.76; 4055; 1
158108830.23; 32668.68; -2304.01; 604.27; 5207; -1
399002752.07; 81110.80; 6217.44; 235.94; 4569; 2
-276763111.63; 57841.95; 3565.45; 878.14; -4507; -1
-79959660.95; 58871.37; 358.01; 244.03; -1350; 0
-230328361.08; 47613.14; 4520.94; 488.80; -4418; -2
-74202838.81; 19639.85; 2242.44; 266.38; -3391; 0
-75078521.41; 29224.59; 3234.78; 497.34; -2313; 0
223350642.18; 23474.41; 3816.73; 611.62; 8184; 3
-206897117.94; 105236.88; -1943.26; 909.52; -2003; 0
469737296.50; 44340.09; 3739.47; 797.20; 9770; 3
489876002.69; 69474.17; 1988.42; 889.96; 6855; 1
-103186263.79; 105805.81; -2101.03; 734.64; -995; 0
255705937.86; 49190.02; -870.68; 862.47; 5292; 0
30187755.28; 19042.36; 1368.56; 349.59; 1479; 0
-65190860.69; 33878.00; 1980.55; 146.92; -1818; 0
-144115.41; 1810.36; 37.28; 185.47; -78; 0
68502782.48; 18228.06; -2634.44; 660.18; 4393; -1
-337607035.84; 106839.22; 2418.72; 524.92; -3090; 0
39257722.96; 7132.25; -2005.88; 902.82; 7658; -1
604243389.06; 118827.01; 4236.81; 265.62; 4910; 2
732267763.72; 89321.89; 5225.27; 464.07; 7745; 4
512747743.09; 73892.33; 6526.08; 324.79; 6376; 4
359061479.76; 56378.18; -125.40; 619.41; 6383; 0
425009718.58; 80126.05; -1186.66; 909.39; 5384; 0
-381793182.11; 103831.38; 5408.44; 331.41; -3495; -1
-2337918.70; 8194.23; 37.88; 365.12; -284; 0
-475059186.55; 104444.29; 5778.26; 834.95; -4310; -2
81777095.41; 24421.95; -2924.29; 690.23; 3804; -1
1059094478.95; 115497.20; -1210.54; 650.03; 9267; -1
18851230.92; 43998.30; 1980.31; 593.20; 410; 0
-84519727.45; 54266.17; -52.10; 832.91; -1559; 0
355561817.30; 49534.04; 4119.47; 725.09; 6627; 2
631916650.30; 76857.77; 2558.68; 580.91; 7957; 2
66171299.90; 6745.63; 4610.35; 223.14; 5827; 2
-1071914379.56; 108473.97; 3137.27; 612.76; -9604; -3
-168442636.73; 65284.59; -2549.90; 319.87; -2685; 0
481119494.98; 48815.82; 368.34; 79.12; 9782; 0
139032352.80; 32176.13; -1892.45; 194.53; 4591; 0
422231486.62; 43269.47; 5029.71; 42.73; 8742; 4
-24210869.31; 42830.98; -2140.44; 91.56; -595; 0
145895521.31; 60169.73; 5078.72; 66.68; 2236; 1
37704282.82; 72359.34; 3049.23; 488.35; 500; 0
313925199.02; 63409.53; -1159.84; 174.64; 5043; 0
-331281944.84; 44666.17; 4536.55; 392.59; -6733; -3
-844022068.49; 119340.46; 3694.83; 768.74; -6860; -2
-335396101.41; 70947.01; 1041.86; 482.31; -4659; 0
-725939113.14; 120063.54; -900.84; 809.67; -6092; 0
245718575.22; 41295.92; 4961.34; 443.10; 5312; 2
-262526285.70; 45918.45; 4879.98; 754.32; -5168; -2
212395911.71; 19885.39; 2151.96; 379.91; 9638; 2
-998694206.43; 110685.14; 2686.89; 521.38; -8809; -2
90926731.67; 18858.89; 4090.81; 979.75; 3962; 1
967954005.35; 101208.27; 4590.62; 82.20; 9149; 4
-18265387.41; 18361.89; -1480.75; 85.36; -1082; 0
515464769.63; 118531.11; 5707.20; 652.86; 4149; 2
-510609847.99; 121227.65; 723.59; 475.79; -4187; 0
487126398.15; 84681.73; -52.40; 544.48; 5756; 0
272779992.33; 50089.62; -2157.80; 350.50; 5691; -1
-20610710.30; 46375.71; -2801.27; 532.09; -473; 0
66515676.89; 31578.70; 4105.67; 429.69; 1864; 0
-16792252.73; 109692.39; -2049.74; 418.96; -156; 0
663768218.46; 102189.82; -1405.09; 861.58; 6586; 0
104259998.27; 15085.41; -279.96; 939.55; 7042; 0
499741802.71; 95060.02; -1211.80; 826.17; 5325; 0
-571460191.91; 62920.04; 6205.42; 155.87; -8267; -5
12068616.62; 2018.39; 4727.62; 5.44; 1789; 0
173301099.28; 45700.57; -2878.46; 248.60; 4047; -1
250240722.36; 116187.06; 1906.73; 359.03; 2119; 0
-101567579.79; 43265.14; 4019.58; 189.57; -2148; 0
159166649.90; 34027.59; 1828.83; 989.35; 4439; 0
-376679049.59; 74465.02; 4371.12; 284.70; -4778; -2
-74813687.31; 75932.95; 97.22; 523.79; -984; 0
-155281943.98; 69507.00; 2683.59; 671.01; -2151; 0
-488515993.83; 90783.32; 3144.00; 260.97; -5201; -1
-161517090.88; 17873.19; 1633.70; 935.77; -8280; -1
-218819307.96; 23578.07; 6558.18; 98.51; -7261; -4
-63842651.61; 38869.31; 4978.67; 948.89; -1456; 0
-144273563.59; 44947.59; 4191.90; 525.09; -2936; -1
160890930.70; 103826.53; -1996.82; 564.51; 1580; 0
-569858069.83; 53469.37; 4578.72; 39.58; -9817; -4
243120291.54; 97552.38; -2173.68; 24.06; 2549; 0
168969962.01; 11345.11; 6672.59; 160.21; 9378; 6
-95595760.15; 10106.96; -114.72; 159.15; -9567; 0
-151905509.28; 86096.57; -1984.99; 10.83; -1806; 0
-93439137.39; 83946.25; -2125.64; 616.83; -1142; 0
39181540.04; 21010.06; 2983.53; 537.07; 1633; 0
181383884.18; 25443.10; -292.81; 615.22; 7212; 0
444744628.26; 88238.84; 109.32; 811.34; 5034; 0
-422178498.94; 49737.98; -1071.87; 693.50; -8675; 0
70896230.22; 56943.49; -1251.24; 645.83; 1273; 0
-33910537.45; 4106.18; 2644.87; 866.76; -5023; -1
-38645613.90; 4786.23; 2580.45; 532.95; -5246; -1
544547217.23; 89438.12; -2352.36; 809.29; 6253; -1
-49605974.41; 109658.68; 5704.05; 558.33; -430; 0
492501104.63; 48485.92; 3841.02; 840.26; 9412; 3
-160161860.25; 54331.58; 4812.38; 895.47; -2708; -1
617957752.35; 59271.88; 3230.17; 134.03; 9887; 3
491556138.55; 102698.79; 3148.79; 698.29; 4644; 1
44065410.09; 30607.19; -893.49; 796.97; 1483; 0
-598202105.24; 77914.60; -1671.66; 915.63; -7846; 1
26614090.55; 5387.42; -637.45; 890.25; 5603; 0
-85232984.93; 54369.98; -1298.38; 508.69; -1606; 0
-648177334.15; 63018.57; 2566.51; 149.44; -9883; -2
-137217496.96; 18002.45; -2354.43; 663.32; -8769; 2
-30640054.68; 19139.10; -1157.85; 935.78; -1704; 0
-345268748.64; 92982.27; 434.60; 48.89; -3696; 0
-30720753.57; 6418.67; 3784.17; 193.40; -3011; -1
35814823.33; 5471.73; 2933.53; 390.27; 4261; 1
-399402226.70; 39993.10; 2948.76; 360.87; -9301; -2
-23039115.50; 56703.01; -2998.77; 9.31; -429; 0
453065111.52; 123449.81; 1568.16; 827.30; 3624; 0
-993079632.83; 104580.11; 4705.64; 842.29; -9087; -4
447870849.50; 48545.58; 6522.76; 974.97; 8133; 5
-133262973.55; 61966.44; -2394.26; 571.63; -2237; 0
2698945.02; 353.16; 6479.61; 378.98; 395; 0
-154026327.79; 87674.55; 189.87; 946.07; -1753; 0
-344185789.54; 55324.37; -316.25; 745.86; -6257; 0
396267881.44; 99894.01; -1515.69; 920.72; 4028; 0
-159786626.57; 51286.60; 4137.13; 194.93; -2883; -1
368731698.74; 58576.51; 3208.29; 180.62; 5968; 1
-154977820.18; 79808.60; -2781.85; 197.99; -2012; 0
33636903.45; 73392.30; 2537.50; 487.34; 443; 0
846282210.57; 111941.85; -1157.43; 100.98; 7639; 0
-967703747.09; 98976.69; 6887.41; 564.67; -9141; -6
-179163998.12; 32738.41; 613.04; 591.39; -5372; 0
219770822.57; 83188.66; 5931.71; 9.87; 2466; 1
-473419003.81; 113031.24; -2082.32; 643.99; -4267; 0
-337664820.31; 96583.24; 4665.59; 524.74; -3335; -1
268668592.89; 84568.57; 6722.15; 77.27; 2943; 1
-98227595.73; 11064.91; 5421.77; 645.45; -5958; -3
125244767.77; 22220.70; 362.20; 40.80; 5546; 0
191519678.95; 45805.57; 4056.36; 925.32; 3841; 1
-852217669.03; 102220.75; -2674.24; 867.93; -8561; 2
-595524138.85; 120600.17; 4326.22; 351.24; -4767; -2
-744030198.56; 98095.25; -2670.06; 468.31; -7797; 2
-331865723.06; 56248.15; -491.14; 948.22; -5952; 0
-180869127.38; 27185.33; 1712.12; 73.00; -6259; -1
233836252.79; 79716.85; 694.52; 209.84; 2908; 0
16113962.48; 1910.59; 1108.13; 581.89; 5338; 0
-1001305824.38; 102996.85; 4151.98; 437.86; -9345; -3
-57547978.98; 70683.69; -2418.00; 935.14; -843; 0
-497333723.09; 58305.78; 6333.38; 127.74; -7694; -4
-466690243.42; 105440.50; -1291.82; 594.87; -4481; 0
-414293955.58; 76316.40; -1520.60; 184.83; -5539; 0
107205194.57; 51385.99; 4537.43; 556.46; 1917; 0
-338833276.93; 111497.65; 4501.41; 558.27; -2921; -1
-217711371.56; 49626.52; 6082.64; 119.63; -3908; -2
274859439.21; 35961.66; -1724.06; 937.76; 8028; -1
-118893906.25; 116618.20; 3234.53; 603.09; -992; 0
-157714640.63; 72932.44; 6082.91; 848.92; -1996; -1
-504371223.31; 105466.71; 5824.38; 288.36; -4532; -2
-576405742.68; 58440.68; 436.31; 699.83; -9790; 0
-111939682.77; 23693.01; -521.89; 159.83; -4831; 0
-333362943.46; 115190.37; 2108.35; 390.81; -2842; 0
-694278437.82; 80683.38; -2472.44; 397.53; -8877; 2
54716398.06; 13289.52; 5868.88; 646.72; 2856; 1
-119054504.23; 21898.17; 2290.07; 277.38; -4922; -1
296399653.98; 35821.42; 1145.36; 86.61; 8018; 0
248101876.11; 32043.20; -669.67; 82.80; 7908; 0
735289288.14; 102143.50; 1491.35; 485.33; 7095; 1
-8253745.34; 68432.03; 5926.03; 21.51; -111; 0
252435988.31; 24357.62; 1858.60; 935.30; 9629; 1
42735206.05; 4615.47; 6222.77; 21.16; 3943; 2
190245946.01; 20206.76; -241.81; 349.50; 9529; 0
15156192.31; 14963.36; 2639.65; 722.95; 861; 0
46474550.80; 13782.56; 107.03; 44.64; 3346; 0
-9973289.60; 15030.72; 1787.64; 811.58; -593; 0
147989374.59; 117227.21; 5382.05; 872.67; 1207; 0
-661454996.70; 112515.57; 6472.56; 787.98; -5559; -3
-63611769.65; 63393.19; 1782.81; 653.16; -976; 0
215326317.25; 26584.50; 2513.65; 989.01; 7400; 1
462206549.70; 112941.50; 6430.03; 217.88; 3872; 2
-1178275150.31; 115582.17; 4957.49; 241.68; -9775; -4
-701188349.86; 70329.40; 4440.10; 563.91; -9378; -4
98685259.16; 22891.21; 3285.25; 72.82; 3770; 1
-257491612.36; 68709.37; 6448.72; 63.92; -3426; -2
-606325749.83; 107237.94; -1954.77; 76.28; -5759; 1
-79303065.00; 61259.81; 1729.12; 149.58; -1259; 0
-91633649.61; 16676.67; 2299.03; 858.36; -4829; -1
-139907199.91; 17336.59; 6059.26; 890.19; -5980; -3
-331905225.77; 73384.47; 2810.49; 609.10; -4356; -1
-292258808.06; 82259.25; -2472.52; 685.16; -3663; 0
-2752212.99; 45696.02; 6232.53; 767.43; -53; 0
-48989638.31; 52229.51; -57.37; 229.58; -939; 0
491193640.19; 62304.72; 6644.41; 241.12; 7124; 4
-40955896.09; 4651.66; 2325.50; 940.76; -5870; -1
12582346.89; 3686.31; -1161.76; 712.87; 4984; 0
113183495.56; 25101.91; 2138.41; 296.00; 4155; 0
378004269.41; 65408.04; -291.03; 872.15; 5805; 0
646591003.89; 107113.92; 400.38; 859.59; 6014; 0
-817418125.38; 113518.88; -1864.99; 701.73; -7321; 1
160409512.94; 33704.64; -2386.90; 321.01; 5122; -1
-379236363.34; 51101.79; -1586.66; 694.78; -7659; 1
356616428.32; 50316.10; 3237.95; 554.33; 6659; 2
-30226860.53; 2894.73; 1547.13; 950.46; -6805; -1
-21253850.34; 117994.90; 2083.35; 269.85; -177; 0
540367763.07; 74818.36; 2354.99; 788.84; 7002; 1
970354927.24; 120547.10; -260.13; 776.22; 8067; 0
-659537359.21; 84705.47; -106.01; 999.16; -7796; 0
54281308.46; 12419.12; 2501.53; 443.98; 3638; 0
555937604.65; 55504.63; 2225.13; 93.54; 9630; 2
51170930.16; 11601.44; -2191.56; 994.80; 5438; -1
596929631.43; 71318.98; 3719.32; 379.69; 7955; 2
-226209001.44; 36544.64; 1945.91; 657.29; -5877; -1
-101363160.46; 6018.28; 6004.39; 303.85; -8431; -5
-758134786.27; 82325.35; 170.27; 695.44; -9190; 0
-758339335.80; 79456.66; 689.12; 913.40; -9462; 0
-240689493.38; 42030.54; -69.33; 437.59; -5736; 0
11787263.35; 28483.26; 1818.19; 380.40; 389; 0
-174886358.81; 43832.52; 2482.73; 359.88; -3776; 0
59535912.46; 4571.68; 5394.16; 261.27; 5974; 3
48599031.30; 7445.74; 2666.42; 839.07; 4806; 1
-151492436.96; 12489.66; 5383.45; 119.26; -8476; -4
620313085.91; 113146.58; 6836.61; 551.92; 5170; 3
535477277.51; 76814.68; 6528.08; 986.93; 6425; 4
-159369800.52; 30107.51; 2114.45; 59.61; -4946; -1
-335239502.18; 47881.74; 1223.22; 440.06; -6827; 0
75102162.42; 22295.83; 216.81; 770.04; 3336; 0
87114858.57; 49448.20; 6754.93; 534.14; 1550; 1
-365451213.37; 53919.02; -49.44; 31.10; -6784; 0
-886996477.48; 121802.04; -1580.24; 650.82; -7378; 1
47943042.28; 7025.60; 5023.42; 425.00; 3979; 1
-448433485.10; 56247.90; 5172.93; 712.00; -7301; -3
462456321.10; 89358.60; -2658.87; 291.25; 5334; -1
-1063518332.42; 116990.03; -1024.66; 341.23; -9171; 0
-123521280.93; 96999.58; 1423.75; 50.41; -1255; 0
-359754464.52; 53469.29; 2523.62; 936.46; -6425; -1
219917371.19; 69714.06; -1161.27; 736.21; 3208; 0
-611795194.73; 87740.76; 4508.22; 716.80; -6632; -2
121233715.63; 14267.34; 1311.40; 403.51; 7782; 1
223519517.61; 106291.53; 2477.09; 679.13; 2055; 0
-355888168.81; 38434.28; -2695.36; 734.15; -9958; 2
323726905.04; 36318.31; 2609.89; 251.25; 8316; 2
47393152.37; 7710.51; 5513.03; 10.67; 3584; 1
469755598.54; 92377.77; 2273.77; 936.47; 4963; 1
70742194.70; 25433.63; 6460.96; 958.53; 2218; 1
390946898.09; 46587.06; 3714.91; 210.01; 7772; 2
-46488208.36; 80955.41; 1179.23; 332.71; -566; 0
77366255.22; 103985.51; -554.69; 860.45; 748; 0
-410596257.81; 51498.21; -1315.34; 747.61; -8182; 1
-216737969.06; 117904.05; -2310.47; 510.13; -1875; 0
-243836149.58; 26797.10; 5862.45; 702.57; -7466; -4
498989295.08; 89051.94; 3370.60; 201.89; 5399; 1
10978664.93; 3152.44; 2750.06; 60.13; 1860; 0
-1088500942.75; 110170.90; 3605.73; 405.24; -9567; -3
574721569.44; 84176.73; 1283.72; 241.73; 6725; 0
-433889116.21; 94952.95; -1903.60; 741.72; -4663; 0
-116477887.87; 16049.69; 1071.85; 118.84; -6803; 0
244379797.91; 47427.77; 4402.52; 528.21; 4715; 2
-392497284.68; 113615.26; 2029.20; 52.23; -3394; 0
-58475661.88; 11265.60; -1547.19; 978.35; -6017; 0
195974476.48; 24184.68; -20.14; 549.65; 8110; 0
817144172.27; 113675.28; 5164.77; 925.26; 6876; 3
-204025114.58; 43947.30; 3379.33; 734.78; -4311; -1
481042386.47; 85365.71; -1516.60; 744.28; 5737; 0
-40354725.77; 57712.09; 4086.88; 775.05; -653; 0
-38303333.61; 17230.81; 5732.82; 719.80; -1668; 0
-8443887.00; 1004.00; 2436.87; 622.39; -2454; 0
-751729436.97; 93736.57; -2263.04; 987.37; -8218; 1
-16707930.75; 50996.88; 4882.49; 253.43; -299; 0
523667711.25; 97701.61; -744.06; 901.49; 5401; 0
-612966941.18; 101103.85; 2560.44; 549.74; -5913; -1
-378169670.25; 58491.37; -1374.67; 461.99; -6621; 0
318605322.48; 113548.44; 1679.52; 657.80; 2765; 0
3041554.16; 20662.83; -1533.56; 596.05; 159; 0
276797008.77; 99472.46; 1474.66; 91.71; 2742; 0
274572515.67; 70634.32; 1488.75; 229.80; 3807; 0
-92860984.13; 37585.02; 2736.73; 161.69; -2303; 0
-71052572.78; 15280.48; 5834.70; 16.66; -3365; -1
-11716276.72; 5259.30; -1958.94; 730.62; -3550; 0
521970175.44; 116875.19; -493.88; 505.60; 4485; 0
-1343165.93; 30090.77; 6211.01; 812.77; -37; 0
-238070633.41; 29893.97; -2475.96; 169.01; -8683; 2
-505632732.50; 46854.01; 6381.70; 90.43; -9498; -6
28624207.82; 14899.71; 6132.03; 100.35; 1361; 0
-348954841.00; 91521.81; 4847.94; 132.61; -3621; -1
-71621314.30; 7873.16; 3522.44; 318.07; -6285; -2
285584166.38; 115640.62; -113.05; 111.84; 2472; 0
34828290.07; 3438.12; 865.92; 864.61; 8092; 0
258411207.14; 58921.92; 4367.62; 621.37; 4083; 1
385129322.10; 112992.07; -249.29; 623.30; 3416; 0
340468.70; 7208.03; 5886.92; 418.15; 26; 0
-417620503.98; 38176.23; 3982.11; 688.46; -9906; -3
-51491580.48; 61437.56; 302.95; 194.71; -834; 0
426725684.88; 108332.82; -1517.88; 170.58; 3995; 0
4225034.11; 9138.63; -2897.81; 738.03; 677; 0
-14864607.12; 10076.73; 5504.62; 900.50; -954; 0
-25182503.60; 5106.41; 170.73; 641.07; -4772; 0
-52862597.05; 4421.22; 3255.61; 439.32; -6886; -2
-416202141.57; 94444.67; 5917.55; 772.33; -4147; -2
-533950000.54; 57798.22; 1130.16; 53.60; -9061; -1
63273470.27; 68655.31; 5090.00; 276.13; 858; 0
103746761.99; 10169.96; 2511.47; 679.55; 8181; 2
-244718501.59; 42525.16; 3884.57; 245.16; -5273; -2
-136303067.71; 37742.17; 4772.82; 287.72; -3206; -1
-1033032489.03; 110641.54; -192.22; 629.38; -9353; 0
-717630364.23; 85059.19; 4734.40; 427.23; -7992; -3
328529946.83; 58239.07; -40.67; 859.00; 5645; 0
54583453.24; 90737.87; 4854.87; 23.46; 571; 0
-170782594.93; 60091.03; -251.30; 281.01; -2854; 0
-332644990.98; 58887.99; 4788.31; 527.08; -5224; -2
-112572486.58; 51560.95; 1968.52; 897.13; -2103; 0
-47304726.01; 4025.98; 2497.91; 186.89; -7251; -1
-324601496.35; 90180.91; 6888.91; 330.08; -3344; -2
-269382652.35; 106615.76; 5207.67; 712.12; -2409; -1
218459746.49; 42979.39; 2457.33; 727.32; 4808; 1
115148169.43; 80145.63; 603.44; 894.55; 1426; 0
-44212950.51; 47437.96; 205.31; 202.48; -928; 0
-57115691.73; 14351.04; -2692.40; 58.27; -4899; 1
524244798.37; 103737.64; 1132.29; 405.10; 4999; 0
11763968.90; 74799.86; -2628.27; 767.79; 163; 0
-115284498.13; 42290.81; 2289.43; 737.95; -2586; 0
20100925.08; 4374.56; 1652.70; 551.11; 3335; 0
352936557.78; 52785.82; 1595.77; 717.19; 6490; 1
-92711361.19; 9153.97; 3285.50; 8.40; -7453; -2
-647202199.77; 72682.01; 5200.32; 124.35; -8310; -4
56577501.56; 27991.75; 4580.22; 313.83; 1737; 0
207702447.48; 79670.01; -1380.35; 60.76; 2653; 0
-340116373.82; 53243.56; -364.78; 320.25; -6432; 0
-393609584.92; 94709.82; 733.82; 559.78; -4124; 0
328324831.51; 30239.68; 3232.11; 378.99; 9809; 3
-176129884.71; 100372.07; -2358.78; 726.85; -1797; 0
44675619.38; 13263.69; 1461.30; 568.89; 3034; 0
-766003603.03; 103405.11; -1624.13; 206.19; -7526; 1
357984111.73; 51607.45; -2379.71; 234.29; 7272; -1
-333176291.00; 66836.81; -1572.12; 917.30; -5105; 0
-59979357.53; 64048.13; 4032.87; 442.52; -881; 0
-415903507.22; 60270.11; 730.69; 675.84; -6818; 0
643123399.85; 72657.98; -2882.19; 571.91; 9217; -2
420909047.44; 80171.66; 2021.09; 218.61; 5121; 1
584743892.53; 69476.50; 1238.68; 730.24; 8269; 1
-82962199.52; 10050.70; 2590.19; 160.99; -6563; -1
-154184167.91; 75089.56; 2195.74; 189.60; -1995; 0
412888769.33; 48645.29; -2263.72; 155.29; 8902; -2
502072205.24; 111489.20; 2644.06; 204.13; 4399; 1
582464018.68; 60251.99; 3107.53; 240.35; 9193; 2
56776344.81; 44734.10; 2033.89; 956.29; 1214; 0
53321741.43; 78899.61; 6007.62; 148.35; 628; 0
-102553891.07; 24369.51; 1230.56; 450.13; -4006; 0
221101810.63; 32779.87; 166.31; 463.46; 6711; 0
132335599.25; 44793.58; 1526.20; 666.58; 2857; 0
-2841523.80; 4332.03; -2947.95; 534.87; -2053; 0
-192114035.59; 44152.44; -1836.57; 508.47; -4540; 0
-599859515.04; 110661.25; 198.02; 219.71; -5411; 0
-37801111.08; 8516.63; 1481.02; 395.42; -3781; 0
971402974.71; 96265.18; 6856.15; 676.94; 9420; 6
92596679.70; 12101.27; 1414.52; 43.08; 6851; 0
-601435815.16; 107712.60; 323.29; 286.91; -5567; 0
573728746.18; 115755.64; 2441.46; 794.77; 4854; 1
-722399854.00; 108054.42; -297.88; 860.45; -6704; 0
-54379567.08; 1311.22; 6459.51; 239.47; -6998; -4
-764302092.39; 107982.12; -1592.63; 612.87; -7184; 1
847392283.04; 121836.33; -1587.67; 345.12; 7047; -1
180337530.25; 85052.45; 822.57; 815.68; 2100; 0
23466520.24; 424.46; 5476.10; 8.65; 3977; 2
40794086.79; 19530.79; -1504.24; 289.21; 2263; 0
-284306862.99; 42393.21; 1974.28; 295.96; -6408; -1
-12536348.42; 98319.92; 3601.62; 803.50; -123; 0
153991966.24; 50140.02; 3987.21; 439.85; 2845; 1
437393677.00; 49406.95; -1972.43; 736.13; 9221; -1
-88988185.20; 9676.64; 1015.20; 449.48; -8323; 0
467378081.79; 67227.87; 6097.84; 73.86; 6374; 3
497958415.63; 73062.60; 6167.06; 868.07; 6285; 3
-14428059.24; 21584.17; 4134.29; 505.48; -561; 0
-1170644046.45; 115720.04; 5791.70; 620.55; -9634; -5
762196931.45; 74509.92; 3816.76; 765.28; 9731; 3
-315130977.28; 45860.78; -354.51; 492.03; -6925; 0
-544956604.05; 58765.96; 2943.55; 498.88; -8831; -2
298256328.60; 27027.80; 5921.42; 323.67; 9052; 5
67871882.07; 2889.07; 4973.76; 713.49; 8632; 4
13495678.41; 59022.60; 4636.26; 234.82; 212; 0
33666156.56; 74829.90; -511.67; 376.44; 453; 0
613807334.80; 80565.43; 2685.26; 709.83; 7373; 1
65258548.02; 11810.13; 5578.24; 56.95; 3753; 2
1023149301.40; 120867.20; 4166.32; 269.28; 8183; 3
20307071.12; 3708.82; 4343.15; 558.70; 2522; 1
-86160673.55; 29812.40; 2217.59; 223.80; -2690; 0
557531990.84; 108437.34; 2868.71; 422.42; 5009; 1
